MS,MS Name,CCI,Ver,Title,Fund,Priority,TO,To short,Category of region,EAFRD MEASURE,EAFRD FA,EU Amount,National Amount,Total Amount,EU co-financing,TO long
IT,Italy,2014IT06RDRP018,1.3,Italy - Rural Development Programme (Regional) - Calabria,EAFRD,P4,6,Environment Protection & Resource Efficiency,n.a.,M04,FA_P4,968000,632000,1600000,60.5%,Preserving and protecting the environment and promoting resource efficiency
IT,Italy,2014IT06RDRP018,1.3,Italy - Rural Development Programme (Regional) - Calabria,EAFRD,P4,6,Environment Protection & Resource Efficiency,n.a.,M07,FA_P4,302500,197500,500000,60.5%,Preserving and protecting the environment and promoting resource efficiency
IT,Italy,2014IT06RDRP018,1.3,Italy - Rural Development Programme (Regional) - Calabria,EAFRD,P4,6,Environment Protection & Resource Efficiency,n.a.,M08,FA_P4,9636810,6291801.57,15928611.57,60.5%,Preserving and protecting the environment and promoting resource efficiency
IT,Italy,2014IT06RDRP018,1.3,Italy - Rural Development Programme (Regional) - Calabria,EAFRD,P4,6,Environment Protection & Resource Efficiency,n.a.,M10,FA_P4,21987500,14355475.2,36342975.2,60.5%,Preserving and protecting the environment and promoting resource efficiency
IT,Italy,2014IT06RDRP018,1.3,Italy - Rural Development Programme (Regional) - Calabria,EAFRD,P4,6,Environment Protection & Resource Efficiency,n.a.,M11,FA_P4,72550000,47367355.37,119917355.37,60.5%,Preserving and protecting the environment and promoting resource efficiency
IT,Italy,2014IT06RDRP018,1.3,Italy - Rural Development Programme (Regional) - Calabria,EAFRD,P4,6,Environment Protection & Resource Efficiency,n.a.,M13,FA_P4,22596750,14753250,37350000,60.5%,Preserving and protecting the environment and promoting resource efficiency
IT,Italy,2014IT06RDRP018,1.3,Italy - Rural Development Programme (Regional) - Calabria,EAFRD,P5,6,Environment Protection & Resource Efficiency,n.a.,M04,FA_5A,11150800,7280274.38,18431074.38,60.5%,Preserving and protecting the environment and promoting resource efficiency
IT,Italy,2014IT06RDRP019,1.2,Italy - Rural Development Programme (Regional) - Campania,EAFRD,P4,6,Environment Protection & Resource Efficiency,n.a.,M04,FA_P4,11192500,7307500,18500000,60.5%,Preserving and protecting the environment and promoting resource efficiency
IT,Italy,2014IT06RDRP019,1.2,Italy - Rural Development Programme (Regional) - Campania,EAFRD,P4,6,Environment Protection & Resource Efficiency,n.a.,M07,FA_P4,1815000,1185000,3000000,60.5%,Preserving and protecting the environment and promoting resource efficiency
IT,Italy,2014IT06RDRP019,1.2,Italy - Rural Development Programme (Regional) - Campania,EAFRD,P4,6,Environment Protection & Resource Efficiency,n.a.,M08,FA_P4,39143500,25556500,64700000,60.5%,Preserving and protecting the environment and promoting resource efficiency
IT,Italy,2014IT06RDRP019,1.2,Italy - Rural Development Programme (Regional) - Campania,EAFRD,P4,6,Environment Protection & Resource Efficiency,n.a.,M10,FA_P4,68062500,44437500,112500000,60.5%,Preserving and protecting the environment and promoting resource efficiency
IT,Italy,2014IT06RDRP019,1.2,Italy - Rural Development Programme (Regional) - Campania,EAFRD,P4,6,Environment Protection & Resource Efficiency,n.a.,M11,FA_P4,10587500,6912500,17500000,60.5%,Preserving and protecting the environment and promoting resource efficiency
IT,Italy,2014IT06RDRP019,1.2,Italy - Rural Development Programme (Regional) - Campania,EAFRD,P4,6,Environment Protection & Resource Efficiency,n.a.,M13,FA_P4,66675840,43532160,110208000,60.5%,Preserving and protecting the environment and promoting resource efficiency
IT,Italy,2014IT06RDRP019,1.2,Italy - Rural Development Programme (Regional) - Campania,EAFRD,P4,6,Environment Protection & Resource Efficiency,n.a.,M15,FA_P4,9982500,6517500,16500000,60.5%,Preserving and protecting the environment and promoting resource efficiency
IT,Italy,2014IT06RDRP019,1.2,Italy - Rural Development Programme (Regional) - Campania,EAFRD,P5,6,Environment Protection & Resource Efficiency,n.a.,M04,FA_5A,21175000,13825000,35000000,60.5%,Preserving and protecting the environment and promoting resource efficiency
IT,Italy,2014IT06RDRP020,1.1,Italy - Rural Development Programme (Regional) - Puglia,EAFRD,P4,6,Environment Protection & Resource Efficiency,n.a.,M04,FA_P4,22687500,14812500,37500000,60.5%,Preserving and protecting the environment and promoting resource efficiency
IT,Italy,2014IT06RDRP020,1.1,Italy - Rural Development Programme (Regional) - Puglia,EAFRD,P4,6,Environment Protection & Resource Efficiency,n.a.,M08,FA_P4,12100000,7900000,20000000,60.5%,Preserving and protecting the environment and promoting resource efficiency
IT,Italy,2014IT06RDRP020,1.1,Italy - Rural Development Programme (Regional) - Puglia,EAFRD,P4,6,Environment Protection & Resource Efficiency,n.a.,M10,FA_P4,70482500,46017500,116500000,60.5%,Preserving and protecting the environment and promoting resource efficiency
IT,Italy,2014IT06RDRP020,1.1,Italy - Rural Development Programme (Regional) - Puglia,EAFRD,P4,6,Environment Protection & Resource Efficiency,n.a.,M11,FA_P4,62920000,41080000,104000000,60.5%,Preserving and protecting the environment and promoting resource efficiency
IT,Italy,2014IT06RDRP020,1.1,Italy - Rural Development Programme (Regional) - Puglia,EAFRD,P5,6,Environment Protection & Resource Efficiency,n.a.,M04,FA_5A,8470000,5530000,14000000,60.5%,Preserving and protecting the environment and promoting resource efficiency
IT,Italy,2014IT06RDRP021,1.1,Italy - Rural Development Programme (Regional) - Sicilia,EAFRD,P4,6,Environment Protection & Resource Efficiency,n.a.,M04,FA_P4,18150000,11850000,30000000,60.5%,Preserving and protecting the environment and promoting resource efficiency
IT,Italy,2014IT06RDRP021,1.1,Italy - Rural Development Programme (Regional) - Sicilia,EAFRD,P4,6,Environment Protection & Resource Efficiency,n.a.,M08,FA_P4,60545375,39529625,100075000,60.5%,Preserving and protecting the environment and promoting resource efficiency
IT,Italy,2014IT06RDRP021,1.1,Italy - Rural Development Programme (Regional) - Sicilia,EAFRD,P4,6,Environment Protection & Resource Efficiency,n.a.,M10,FA_P4,67155000,43845000,111000000,60.5%,Preserving and protecting the environment and promoting resource efficiency
IT,Italy,2014IT06RDRP021,1.1,Italy - Rural Development Programme (Regional) - Sicilia,EAFRD,P4,6,Environment Protection & Resource Efficiency,n.a.,M11,FA_P4,126142500,82357500,208500000,60.5%,Preserving and protecting the environment and promoting resource efficiency
IT,Italy,2014IT06RDRP021,1.1,Italy - Rural Development Programme (Regional) - Sicilia,EAFRD,P4,6,Environment Protection & Resource Efficiency,n.a.,M12,FA_P4,12705000,8295000,21000000,60.5%,Preserving and protecting the environment and promoting resource efficiency
IT,Italy,2014IT06RDRP021,1.1,Italy - Rural Development Programme (Regional) - Sicilia,EAFRD,P4,6,Environment Protection & Resource Efficiency,n.a.,M13,FA_P4,30976000,20224000,51200000,60.5%,Preserving and protecting the environment and promoting resource efficiency
IT,Italy,2014IT06RDRP021,1.1,Italy - Rural Development Programme (Regional) - Sicilia,EAFRD,P4,6,Environment Protection & Resource Efficiency,n.a.,M15,FA_P4,1210000,790000,2000000,60.5%,Preserving and protecting the environment and promoting resource efficiency
IT,Italy,2014IT14MFOP001,1.1,European Maritime and Fisheries Fund - Operational Programme for Italy,EMFF,,6,Environment Protection & Resource Efficiency,n.a.,n.a.,n.a.,215467331,176808025.22,392275356.22,54.93%,Preserving and protecting the environment and promoting resource efficiency
IT,Italy,2014IT16M2OP001,1.3,ROP Molise ERDF ESF,ERDF,5,6,Environment Protection & Resource Efficiency,Transition,n.a.,n.a.,6883565,6883565,13767130,50%,Preserving and protecting the environment and promoting resource efficiency
IT,Italy,2014IT16M2OP002,1.2,ROP Puglia ERDF ESF,ERDF,VI,6,Environment Protection & Resource Efficiency,Less developed,n.a.,n.a.,570950000,570950000,1141900000,50%,Preserving and protecting the environment and promoting resource efficiency
IT,Italy,2014IT16M2OP002,1.2,ROP Puglia ERDF ESF,ERDF,XII,6,Environment Protection & Resource Efficiency,Less developed,n.a.,n.a.,11000000,11000000,22000000,50%,Preserving and protecting the environment and promoting resource efficiency
IT,Italy,2014IT16M2OP006,1.3,ROP Calabria ERDF ESF,ERDF,6,6,Environment Protection & Resource Efficiency,Less developed,n.a.,n.a.,243368423,81122808,324491231,75%,Preserving and protecting the environment and promoting resource efficiency
IT,Italy,2014IT16RFOP001,1.2,National Operational Programme on Culture,ERDF,I,6,Environment Protection & Resource Efficiency,Less developed,n.a.,n.a.,270170418,90056806,360227224,75%,Preserving and protecting the environment and promoting resource efficiency
IT,Italy,2014IT16RFOP004,1.3,ROP Abruzzo ERDF,ERDF,VI,6,Environment Protection & Resource Efficiency,Transition,n.a.,n.a.,7750000,7750000,15500000,50%,Preserving and protecting the environment and promoting resource efficiency
IT,Italy,2014IT16RFOP004,1.3,ROP Abruzzo ERDF,ERDF,VII,6,Environment Protection & Resource Efficiency,Transition,n.a.,n.a.,2500000,2500000,5000000,50%,Preserving and protecting the environment and promoting resource efficiency
IT,Italy,2014IT16RFOP007,1.1,ROP Campania ERDF,ERDF,10,6,Environment Protection & Resource Efficiency,Less developed,n.a.,n.a.,65529744,21843248,87372992,75%,Preserving and protecting the environment and promoting resource efficiency
IT,Italy,2014IT16RFOP007,1.1,ROP Campania ERDF,ERDF,6,6,Environment Protection & Resource Efficiency,Less developed,n.a.,n.a.,747489591,249163197,996652788,75%,Preserving and protecting the environment and promoting resource efficiency
IT,Italy,2014IT16RFOP008,1.3,ROP Emilia Romagna ERDF,ERDF,5,6,Environment Protection & Resource Efficiency,More developed,n.a.,n.a.,18794763,18794763,37589526,50%,Preserving and protecting the environment and promoting resource efficiency
IT,Italy,2014IT16RFOP008,1.3,ROP Emilia Romagna ERDF,ERDF,6,6,Environment Protection & Resource Efficiency,More developed,n.a.,n.a.,10006858,10006858,20013716,50%,Preserving and protecting the environment and promoting resource efficiency
IT,Italy,2014IT16RFOP009,1.2,ROP Friuli Venezia Giulia ERDF,ERDF,4,6,Environment Protection & Resource Efficiency,More developed,n.a.,n.a.,2086010.5,2086010.5,4172021,50%,Preserving and protecting the environment and promoting resource efficiency
IT,Italy,2014IT16RFOP012,1.3,ROP Lombardia ERDF,ERDF,VI,6,Environment Protection & Resource Efficiency,More developed,n.a.,n.a.,9500000,9500000,19000000,50%,Preserving and protecting the environment and promoting resource efficiency
IT,Italy,2014IT16RFOP013,1.2,ROP Marche ERDF,ERDF,6,6,Environment Protection & Resource Efficiency,More developed,n.a.,n.a.,16312482,16312482,32624964,50%,Preserving and protecting the environment and promoting resource efficiency
IT,Italy,2014IT16RFOP014,1.2,ROP Piemonte ERDF,ERDF,V,6,Environment Protection & Resource Efficiency,More developed,n.a.,n.a.,14902283,14902283,29804566,50%,Preserving and protecting the environment and promoting resource efficiency
IT,Italy,2014IT16RFOP014,1.2,ROP Piemonte ERDF,ERDF,VI,6,Environment Protection & Resource Efficiency,More developed,n.a.,n.a.,14646118,14646118,29292236,50%,Preserving and protecting the environment and promoting resource efficiency
IT,Italy,2014IT16RFOP015,1.2,ROP Sardegna ERDF,ERDF,VI,6,Environment Protection & Resource Efficiency,Transition,n.a.,n.a.,82051500,82051500,164103000,50%,Preserving and protecting the environment and promoting resource efficiency
IT,Italy,2014IT16RFOP016,1.2,ROP Sicilia ERDF,ERDF,6,6,Environment Protection & Resource Efficiency,Less developed,n.a.,n.a.,372608981,124202994,496811975,75%,Preserving and protecting the environment and promoting resource efficiency
IT,Italy,2014IT16RFOP017,1.2,ROP Toscana ERDF,ERDF,5,6,Environment Protection & Resource Efficiency,More developed,n.a.,n.a.,14858522,14858522,29717044,50%,Preserving and protecting the environment and promoting resource efficiency
IT,Italy,2014IT16RFOP019,1.2,ROP Umbria ERDF,ERDF,5,6,Environment Protection & Resource Efficiency,More developed,n.a.,n.a.,17986100,17986100,35972200,50%,Preserving and protecting the environment and promoting resource efficiency
IT,Italy,2014IT16RFOP019,1.2,ROP Umbria ERDF,ERDF,6,6,Environment Protection & Resource Efficiency,More developed,n.a.,n.a.,2500000,2500000,5000000,50%,Preserving and protecting the environment and promoting resource efficiency
IT,Italy,2014IT16RFOP020,1.3,ROP Valle d'Aosta ERDF,ERDF,5,6,Environment Protection & Resource Efficiency,More developed,n.a.,n.a.,6144000,6144000,12288000,50%,Preserving and protecting the environment and promoting resource efficiency
IT,Italy,2014IT16RFOP022,1.2,ROP Basilicata ERDF,ERDF,5,6,Environment Protection & Resource Efficiency,Less developed,n.a.,n.a.,83253666,83253666,166507332,50%,Preserving and protecting the environment and promoting resource efficiency
LT,Lithuania,2014LT06RDNP001,1.2,Lithuania - Rural Development Programme (National),EAFRD,P4,6,Environment Protection & Resource Efficiency,n.a.,M04,FA_P4,1303290,434430,1737720,75%,Preserving and protecting the environment and promoting resource efficiency
LT,Lithuania,2014LT06RDNP001,1.2,Lithuania - Rural Development Programme (National),EAFRD,P4,6,Environment Protection & Resource Efficiency,n.a.,M08,FA_P4,9423540.5,1662977.73,11086518.23,85%,Preserving and protecting the environment and promoting resource efficiency
LT,Lithuania,2014LT06RDNP001,1.2,Lithuania - Rural Development Programme (National),EAFRD,P4,6,Environment Protection & Resource Efficiency,n.a.,M10,FA_P4,36196517.6,12065505.86,48262023.47,75%,Preserving and protecting the environment and promoting resource efficiency
LT,Lithuania,2014LT06RDNP001,1.2,Lithuania - Rural Development Programme (National),EAFRD,P4,6,Environment Protection & Resource Efficiency,n.a.,M11,FA_P4,56544254,18848084.66,75392338.66,75%,Preserving and protecting the environment and promoting resource efficiency
LT,Lithuania,2014LT06RDNP001,1.2,Lithuania - Rural Development Programme (National),EAFRD,P4,6,Environment Protection & Resource Efficiency,n.a.,M12,FA_P4,2461775,820591.66,3282366.66,75%,Preserving and protecting the environment and promoting resource efficiency
LT,Lithuania,2014LT06RDNP001,1.2,Lithuania - Rural Development Programme (National),EAFRD,P4,6,Environment Protection & Resource Efficiency,n.a.,M13,FA_P4,107638525,35879508.33,143518033.33,75%,Preserving and protecting the environment and promoting resource efficiency
LT,Lithuania,2014LT06RDNP001,1.2,Lithuania - Rural Development Programme (National),EAFRD,P4,6,Environment Protection & Resource Efficiency,n.a.,M15,FA_P4,477874.5,159291.5,637166,75%,Preserving and protecting the environment and promoting resource efficiency
LT,Lithuania,2014LT14MFOP001,1.3,European Maritime and Fisheries Fund - Operational Programme for Lithuania,EMFF,,6,Environment Protection & Resource Efficiency,n.a.,n.a.,n.a.,17674645,5013686,22688331,77.9%,Preserving and protecting the environment and promoting resource efficiency
LT,Lithuania,2014LT16MAOP001,1.3,Operational Programme for EU Structural Funds Investments for 2014-2020,CF,5,6,Environment Protection & Resource Efficiency,n.a.,n.a.,n.a.,539257440,95163078,634420518,85%,Preserving and protecting the environment and promoting resource efficiency
LT,Lithuania,2014LT16MAOP001,1.3,Operational Programme for EU Structural Funds Investments for 2014-2020,ERDF,5,6,Environment Protection & Resource Efficiency,Less developed,n.a.,n.a.,189613699,33461242,223074941,85%,Preserving and protecting the environment and promoting resource efficiency
LU,Luxembourg,2014LU06RDNP001,1.2,Luxembourg - Rural Development Programme (National),EAFRD,P4,6,Environment Protection & Resource Efficiency,n.a.,M10,FA_P4,14465000,40535000,55000000,26.3%,Preserving and protecting the environment and promoting resource efficiency
LU,Luxembourg,2014LU06RDNP001,1.2,Luxembourg - Rural Development Programme (National),EAFRD,P4,6,Environment Protection & Resource Efficiency,n.a.,M11,FA_P4,923567.5,2588096,3511663.5,26.3%,Preserving and protecting the environment and promoting resource efficiency
LU,Luxembourg,2014LU06RDNP001,1.2,Luxembourg - Rural Development Programme (National),EAFRD,P4,6,Environment Protection & Resource Efficiency,n.a.,M12,FA_P4,920500,2579500,3500000,26.3%,Preserving and protecting the environment and promoting resource efficiency
LU,Luxembourg,2014LU06RDNP001,1.2,Luxembourg - Rural Development Programme (National),EAFRD,P4,6,Environment Protection & Resource Efficiency,n.a.,M13,FA_P4,14728000,41272000,56000000,26.3%,Preserving and protecting the environment and promoting resource efficiency
LV,Latvia,2014LV06RDNP001,1.2,Latvia - Rural Development Programme (National),EAFRD,P4,6,Environment Protection & Resource Efficiency,n.a.,M08,FA_P4,1890527,889659.76,2780186.76,68%,Preserving and protecting the environment and promoting resource efficiency
LV,Latvia,2014LV06RDNP001,1.2,Latvia - Rural Development Programme (National),EAFRD,P4,6,Environment Protection & Resource Efficiency,n.a.,M10,FA_P4,37940470.5,17854339.06,55794809.56,68%,Preserving and protecting the environment and promoting resource efficiency
LV,Latvia,2014LV06RDNP001,1.2,Latvia - Rural Development Programme (National),EAFRD,P4,6,Environment Protection & Resource Efficiency,n.a.,M11,FA_P4,51646523.5,24304246.35,75950769.85,68%,Preserving and protecting the environment and promoting resource efficiency
LV,Latvia,2014LV06RDNP001,1.2,Latvia - Rural Development Programme (National),EAFRD,P4,6,Environment Protection & Resource Efficiency,n.a.,M12,FA_P4,8191863,3854994.35,12046857.35,68%,Preserving and protecting the environment and promoting resource efficiency
LV,Latvia,2014LV06RDNP001,1.2,Latvia - Rural Development Programme (National),EAFRD,P4,6,Environment Protection & Resource Efficiency,n.a.,M13,FA_P4,102154046,31595904,133749950,76.38%,Preserving and protecting the environment and promoting resource efficiency
LV,Latvia,2014LV14MFOP001,1.2,European Maritime and Fisheries Fund - Operational Programme for Latvia,EMFF,,6,Environment Protection & Resource Efficiency,n.a.,n.a.,n.a.,24397873,7615330.24,32013203.24,76.21%,Preserving and protecting the environment and promoting resource efficiency
LV,Latvia,2014LV16MAOP001,1.5,Growth and Employment,CF,5,6,Environment Protection & Resource Efficiency,n.a.,n.a.,n.a.,190138398,33553837,223692235,85%,Preserving and protecting the environment and promoting resource efficiency
MT,Malta,2014MT06RDNP001,1.1,Malta - Rural Development Programme (National),EAFRD,P4,6,Environment Protection & Resource Efficiency,n.a.,M04,FA_P4,7207009,2402336.33,9609345.33,75%,Preserving and protecting the environment and promoting resource efficiency
MT,Malta,2014MT06RDNP001,1.1,Malta - Rural Development Programme (National),EAFRD,P4,6,Environment Protection & Resource Efficiency,n.a.,M08,FA_P4,656250,218750,875000,75%,Preserving and protecting the environment and promoting resource efficiency
MT,Malta,2014MT06RDNP001,1.1,Malta - Rural Development Programme (National),EAFRD,P4,6,Environment Protection & Resource Efficiency,n.a.,M10,FA_P4,2556732.5,852244.16,3408976.66,75%,Preserving and protecting the environment and promoting resource efficiency
MT,Malta,2014MT06RDNP001,1.1,Malta - Rural Development Programme (National),EAFRD,P4,6,Environment Protection & Resource Efficiency,n.a.,M11,FA_P4,37500,12500,50000,75%,Preserving and protecting the environment and promoting resource efficiency
MT,Malta,2014MT06RDNP001,1.1,Malta - Rural Development Programme (National),EAFRD,P4,6,Environment Protection & Resource Efficiency,n.a.,M13,FA_P4,4500000,1500000,6000000,75%,Preserving and protecting the environment and promoting resource efficiency
MT,Malta,2014MT06RDNP001,1.1,Malta - Rural Development Programme (National),EAFRD,P5,6,Environment Protection & Resource Efficiency,n.a.,M04,FA_5A,5174244,1724748,6898992,75%,Preserving and protecting the environment and promoting resource efficiency
MT,Malta,2014MT14MFOP001,1.2,European Maritime and Fisheries Fund - Operational Programme for Malta,EMFF,,6,Environment Protection & Resource Efficiency,n.a.,n.a.,n.a.,12521767,3427747.87,15949514.87,78.51%,Preserving and protecting the environment and promoting resource efficiency
MT,Malta,2014MT16M1OP001,1.3,Fostering a competitive and sustainable economy to meet our challenges ,CF,PA 10,6,Environment Protection & Resource Efficiency,n.a.,n.a.,n.a.,141532371,24976301,166508672,85%,Preserving and protecting the environment and promoting resource efficiency
MT,Malta,2014MT16M1OP001,1.3,Fostering a competitive and sustainable economy to meet our challenges ,ERDF,PA 5,6,Environment Protection & Resource Efficiency,Transition,n.a.,n.a.,57653098,14413275,72066373,80%,Preserving and protecting the environment and promoting resource efficiency
MT,Malta,2014MT16M1OP001,1.3,Fostering a competitive and sustainable economy to meet our challenges ,ERDF,PA 6,6,Environment Protection & Resource Efficiency,Transition,n.a.,n.a.,11217700,2804425,14022125,80%,Preserving and protecting the environment and promoting resource efficiency
NL,Netherlands,2014NL06RDNP001,1.2,Netherlands - Rural Development Programme (National),EAFRD,P4,6,Environment Protection & Resource Efficiency,n.a.,M04,FA_P4,60055000,60055000,120110000,50%,Preserving and protecting the environment and promoting resource efficiency
NL,Netherlands,2014NL06RDNP001,1.2,Netherlands - Rural Development Programme (National),EAFRD,P4,6,Environment Protection & Resource Efficiency,n.a.,M10,FA_P4,118910000,39636666.66,158546666.66,75%,Preserving and protecting the environment and promoting resource efficiency
NL,Netherlands,2014NL14MFOP001,1.1,European Maritime and Fisheries Fund - Operational Programme for the Netherlands,EMFF,,6,Environment Protection & Resource Efficiency,n.a.,n.a.,n.a.,75539514,19227527.97,94767041.97,79.71%,Preserving and protecting the environment and promoting resource efficiency
PL,Poland,2014PL06RDNP001,1.2,Poland - Rural Development Programme (National),EAFRD,P4,6,Environment Protection & Resource Efficiency,n.a.,M04,FA_P4,31496012,18002671.01,49498683.01,63.63%,Preserving and protecting the environment and promoting resource efficiency
PL,Poland,2014PL06RDNP001,1.2,Poland - Rural Development Programme (National),EAFRD,P4,6,Environment Protection & Resource Efficiency,n.a.,M10,FA_P4,376699550.5,215316087.56,592015638.06,63.63%,Preserving and protecting the environment and promoting resource efficiency
PL,Poland,2014PL06RDNP001,1.2,Poland - Rural Development Programme (National),EAFRD,P4,6,Environment Protection & Resource Efficiency,n.a.,M11,FA_P4,222686830.5,127284614.56,349971445.06,63.63%,Preserving and protecting the environment and promoting resource efficiency
PL,Poland,2014PL06RDNP001,1.2,Poland - Rural Development Programme (National),EAFRD,P4,6,Environment Protection & Resource Efficiency,n.a.,M13,FA_P4,689094135,393876374.19,1082970509.19,63.63%,Preserving and protecting the environment and promoting resource efficiency
PL,Poland,2014PL14MFOP001,1.2,European Maritime and Fisheries Fund - Operational Programme for Poland,EMFF,,6,Environment Protection & Resource Efficiency,n.a.,n.a.,n.a.,149790336,50595123.34,200385459.34,74.75%,Preserving and protecting the environment and promoting resource efficiency
PL,Poland,2014PL16M1OP001,1.4,OP Infrastructure and Environment,CF,2,6,Environment Protection & Resource Efficiency,n.a.,n.a.,n.a.,2808174166,495560147,3303734313,85%,Preserving and protecting the environment and promoting resource efficiency
PL,Poland,2014PL16M1OP001,1.4,OP Infrastructure and Environment,ERDF,8,6,Environment Protection & Resource Efficiency,Less developed,n.a.,n.a.,416540167,73507090,490047257,85%,Preserving and protecting the environment and promoting resource efficiency
PL,Poland,2014PL16M1OP001,1.4,OP Infrastructure and Environment,ERDF,8,6,Environment Protection & Resource Efficiency,More developed,n.a.,n.a.,50759833,12689959,63449792,80%,Preserving and protecting the environment and promoting resource efficiency
PL,Poland,2014PL16M2OP001,1.3,ROP 1 Regional Operational Programme for Dolnośląskie Voivodeship 2014-2020,ERDF,4,6,Environment Protection & Resource Efficiency,Less developed,n.a.,n.a.,154030665,27181883,181212548,85%,Preserving and protecting the environment and promoting resource efficiency
PL,Poland,2014PL16M2OP002,1.3,ROP 2 Regional Operational Programme for Kujawsko-Pomorskie Voivodeship 2014-2020,ERDF,4,6,Environment Protection & Resource Efficiency,Less developed,n.a.,n.a.,106228067,18746130,124974197,85%,Preserving and protecting the environment and promoting resource efficiency
PL,Poland,2014PL16M2OP003,1.2,ROP 3 Regional Operational Programme for Lubelskie Voivodeship 2014-2020,ERDF,6,6,Environment Protection & Resource Efficiency,Less developed,n.a.,n.a.,110337774,19471372,129809146,85%,Preserving and protecting the environment and promoting resource efficiency
PL,Poland,2014PL16M2OP003,1.2,ROP 3 Regional Operational Programme for Lubelskie Voivodeship 2014-2020,ERDF,7,6,Environment Protection & Resource Efficiency,Less developed,n.a.,n.a.,70707126,12477729,83184855,85%,Preserving and protecting the environment and promoting resource efficiency
PL,Poland,2014PL16M2OP004,1.2,ROP 4 Regional Operational Programme for Lubuskie Voivodeship 2014-2020,ERDF,4,6,Environment Protection & Resource Efficiency,Less developed,n.a.,n.a.,65336840,11530031,76866871,85%,Preserving and protecting the environment and promoting resource efficiency
PL,Poland,2014PL16M2OP005,1.3,ROP 5 Regional Operational Programme for Łódzkie Voivodeship 2014-2020,ERDF,V,6,Environment Protection & Resource Efficiency,Less developed,n.a.,n.a.,100889356,17804004,118693360,85%,Preserving and protecting the environment and promoting resource efficiency
PL,Poland,2014PL16M2OP005,1.3,ROP 5 Regional Operational Programme for Łódzkie Voivodeship 2014-2020,ERDF,VI,6,Environment Protection & Resource Efficiency,Less developed,n.a.,n.a.,40742435,7189842,47932277,85%,Preserving and protecting the environment and promoting resource efficiency
PL,Poland,2014PL16M2OP006,1.2,ROP 6 Regional Operational Programme for Małopolskie Voivodeship 2014-2020,ERDF,4,6,Environment Protection & Resource Efficiency,Less developed,n.a.,n.a.,15724493,2774911,18499404,85%,Preserving and protecting the environment and promoting resource efficiency
PL,Poland,2014PL16M2OP006,1.2,ROP 6 Regional Operational Programme for Małopolskie Voivodeship 2014-2020,ERDF,5,6,Environment Protection & Resource Efficiency,Less developed,n.a.,n.a.,107000000,18882353,125882353,85%,Preserving and protecting the environment and promoting resource efficiency
PL,Poland,2014PL16M2OP006,1.2,ROP 6 Regional Operational Programme for Małopolskie Voivodeship 2014-2020,ERDF,6,6,Environment Protection & Resource Efficiency,Less developed,n.a.,n.a.,89069362,15718123,104787485,85%,Preserving and protecting the environment and promoting resource efficiency
PL,Poland,2014PL16M2OP007,1.3,ROP 7 Regional Operational Programme for Mazowieckie Voivodeship 2014-2020,ERDF,V,6,Environment Protection & Resource Efficiency,More developed,n.a.,n.a.,61952083,15488021,77440104,80%,Preserving and protecting the environment and promoting resource efficiency
PL,Poland,2014PL16M2OP008,1.5,ROP 8 Regional Operational Programme for Opolskie Voivodeship,ERDF,V,6,Environment Protection & Resource Efficiency,Less developed,n.a.,n.a.,75700000,13358824,89058824,85%,Preserving and protecting the environment and promoting resource efficiency
PL,Poland,2014PL16M2OP009,1.4,ROP 9 Regional Operational Programme for Podkarpackie Voivodeship,ERDF,III,6,Environment Protection & Resource Efficiency,Less developed,n.a.,n.a.,7089436,1251077,8340513,85%,Preserving and protecting the environment and promoting resource efficiency
PL,Poland,2014PL16M2OP009,1.4,ROP 9 Regional Operational Programme for Podkarpackie Voivodeship,ERDF,IV,6,Environment Protection & Resource Efficiency,Less developed,n.a.,n.a.,167523728,29563011,197086739,85%,Preserving and protecting the environment and promoting resource efficiency
PL,Poland,2014PL16M2OP010,1.2,ROP 10 Regional Operational Programme for Podlaskie Voivodeship,ERDF,6,6,Environment Protection & Resource Efficiency,Less developed,n.a.,n.a.,57000000,10058824,67058824,85%,Preserving and protecting the environment and promoting resource efficiency
PL,Poland,2014PL16M2OP010,1.2,ROP 10 Regional Operational Programme for Podlaskie Voivodeship,ERDF,8,6,Environment Protection & Resource Efficiency,Less developed,n.a.,n.a.,10000000,1764706,11764706,85%,Preserving and protecting the environment and promoting resource efficiency
PL,Poland,2014PL16M2OP011,1.3,ROP 11 Regional Operational Programme for Pomorskie Voivodeship,ERDF,11,6,Environment Protection & Resource Efficiency,Less developed,n.a.,n.a.,88264255,15576045,103840300,85%,Preserving and protecting the environment and promoting resource efficiency
PL,Poland,2014PL16M2OP011,1.3,ROP 11 Regional Operational Programme for Pomorskie Voivodeship,ERDF,8,6,Environment Protection & Resource Efficiency,Less developed,n.a.,n.a.,76326360,13469358,89795718,85%,Preserving and protecting the environment and promoting resource efficiency
PL,Poland,2014PL16M2OP012,1.4,ROP 12 Regional Operational Programme for Śląskie Voivodeship,ERDF,V,6,Environment Protection & Resource Efficiency,Less developed,n.a.,n.a.,206163836,36381854,242545690,85%,Preserving and protecting the environment and promoting resource efficiency
PL,Poland,2014PL16M2OP013,1.2,ROP 13 Regional Operational Programme for Świętokrzyskie Voivodeship,ERDF,4,6,Environment Protection & Resource Efficiency,Less developed,n.a.,n.a.,156106495,27548205,183654700,85%,Preserving and protecting the environment and promoting resource efficiency
