MS,MS Name,CCI,Ver,Title,Fund,Priority,TO,To short,Category of region,EAFRD MEASURE,EAFRD FA,EU Amount,National Amount,Total Amount,EU co-financing,TO long
ES,Spain,2014ES06RDRP015,1.3,Spain - Rural Development Programme (Regional) - País Vasco,EAFRD,P5,10,Educational & Vocational Training,n.a.,M01,FA_5A,51885,12971.25,64856.25,80%,"Investing in education, training and vocational training for skills and lifelong learning"
ES,Spain,2014ES06RDRP015,1.3,Spain - Rural Development Programme (Regional) - País Vasco,EAFRD,P5,10,Educational & Vocational Training,n.a.,M01,FA_5B,67313,16828.25,84141.25,80%,"Investing in education, training and vocational training for skills and lifelong learning"
ES,Spain,2014ES06RDRP015,1.3,Spain - Rural Development Programme (Regional) - País Vasco,EAFRD,P5,10,Educational & Vocational Training,n.a.,M01,FA_5C,51884,12971,64855,80%,"Investing in education, training and vocational training for skills and lifelong learning"
ES,Spain,2014ES06RDRP015,1.3,Spain - Rural Development Programme (Regional) - País Vasco,EAFRD,P5,10,Educational & Vocational Training,n.a.,M01,FA_5D,34252,8563,42815,80%,"Investing in education, training and vocational training for skills and lifelong learning"
ES,Spain,2014ES06RDRP015,1.3,Spain - Rural Development Programme (Regional) - País Vasco,EAFRD,P5,10,Educational & Vocational Training,n.a.,M01,FA_5E,51884,12971,64855,80%,"Investing in education, training and vocational training for skills and lifelong learning"
ES,Spain,2014ES06RDRP015,1.3,Spain - Rural Development Programme (Regional) - País Vasco,EAFRD,P6,10,Educational & Vocational Training,n.a.,M01,FA_6A,173109,43277.25,216386.25,80%,"Investing in education, training and vocational training for skills and lifelong learning"
ES,Spain,2014ES06RDRP015,1.3,Spain - Rural Development Programme (Regional) - País Vasco,EAFRD,P6,10,Educational & Vocational Training,n.a.,M01,FA_6B,87150,21787.5,108937.5,80%,"Investing in education, training and vocational training for skills and lifelong learning"
ES,Spain,2014ES06RDRP015,1.3,Spain - Rural Development Programme (Regional) - País Vasco,EAFRD,P6,10,Educational & Vocational Training,n.a.,M01,FA_6C,173109,43277.25,216386.25,80%,"Investing in education, training and vocational training for skills and lifelong learning"
ES,Spain,2014ES06RDRP016,1.4,Spain - Rural Development Programme (Regional) - La Rioja,EAFRD,P2,10,Educational & Vocational Training,n.a.,M01,FA_2A,235000,235000,470000,50%,"Investing in education, training and vocational training for skills and lifelong learning"
ES,Spain,2014ES06RDRP016,1.4,Spain - Rural Development Programme (Regional) - La Rioja,EAFRD,P2,10,Educational & Vocational Training,n.a.,M01,FA_2B,550000,550000,1100000,50%,"Investing in education, training and vocational training for skills and lifelong learning"
ES,Spain,2014ES06RDRP016,1.4,Spain - Rural Development Programme (Regional) - La Rioja,EAFRD,P3,10,Educational & Vocational Training,n.a.,M01,FA_3A,235000,235000,470000,50%,"Investing in education, training and vocational training for skills and lifelong learning"
ES,Spain,2014ES06RDRP016,1.4,Spain - Rural Development Programme (Regional) - La Rioja,EAFRD,P4,10,Educational & Vocational Training,n.a.,M01,FA_P4,235000,235000,470000,50%,"Investing in education, training and vocational training for skills and lifelong learning"
ES,Spain,2014ES06RDRP016,1.4,Spain - Rural Development Programme (Regional) - La Rioja,EAFRD,P5,10,Educational & Vocational Training,n.a.,M01,FA_5A,235000,235000,470000,50%,"Investing in education, training and vocational training for skills and lifelong learning"
ES,Spain,2014ES06RDRP016,1.4,Spain - Rural Development Programme (Regional) - La Rioja,EAFRD,P5,10,Educational & Vocational Training,n.a.,M01,FA_5E,235000,235000,470000,50%,"Investing in education, training and vocational training for skills and lifelong learning"
ES,Spain,2014ES06RDRP017,1.2,Spain - Rural Development Programme (Regional) - Comunidad Valenciana,EAFRD,P2,10,Educational & Vocational Training,n.a.,M01,FA_2A,1113000,987000,2100000,53%,"Investing in education, training and vocational training for skills and lifelong learning"
ES,Spain,2014ES06RDRP017,1.2,Spain - Rural Development Programme (Regional) - Comunidad Valenciana,EAFRD,P3,10,Educational & Vocational Training,n.a.,M01,FA_3A,371000,329000,700000,53%,"Investing in education, training and vocational training for skills and lifelong learning"
ES,Spain,2014ES06RDRP017,1.2,Spain - Rural Development Programme (Regional) - Comunidad Valenciana,EAFRD,P6,10,Educational & Vocational Training,n.a.,M01,FA_6A,371000,329000,700000,53%,"Investing in education, training and vocational training for skills and lifelong learning"
ES,Spain,2014ES16RFOP003,1.3,Andalucía ERDF 2014-20 OP,ERDF,10,10,Educational & Vocational Training,Transition,n.a.,n.a.,141297586,35324397,176621983,80%,"Investing in education, training and vocational training for skills and lifelong learning"
ES,Spain,2014ES16RFOP005,1.3,Asturias ERDF 2014-20 OP,ERDF,10,10,Educational & Vocational Training,More developed,n.a.,n.a.,12358048,3089512,15447560,80%,"Investing in education, training and vocational training for skills and lifelong learning"
ES,Spain,2014ES16RFOP006,1.3,Baleares ERDF 2014-20 OP,ERDF,10,10,Educational & Vocational Training,More developed,n.a.,n.a.,17000000,17000000,34000000,50%,"Investing in education, training and vocational training for skills and lifelong learning"
ES,Spain,2014ES16RFOP007,1.4,Canary Islands ERDF 2014-20 OP,ERDF,10,10,Educational & Vocational Training,Transition,n.a.,n.a.,34707437,6124842,40832279,85%,"Investing in education, training and vocational training for skills and lifelong learning"
ES,Spain,2014ES16RFOP008,1.4,Cantabria ERDF 2014-20 OP,ERDF,10,10,Educational & Vocational Training,More developed,n.a.,n.a.,6538023,6538023,13076046,50%,"Investing in education, training and vocational training for skills and lifelong learning"
ES,Spain,2014ES16RFOP010,1.4,Castilla-La Mancha ERDF 2014-20 OP,ERDF,10,10,Educational & Vocational Training,Transition,n.a.,n.a.,21238800,5309700,26548500,80%,"Investing in education, training and vocational training for skills and lifelong learning"
ES,Spain,2014ES16RFOP012,1.4,Ceuta ERDF 2014-20 OP,ERDF,10,10,Educational & Vocational Training,More developed,n.a.,n.a.,5880000,1470000,7350000,80%,"Investing in education, training and vocational training for skills and lifelong learning"
ES,Spain,2014ES16RFOP014,1.3,Extremadura ERDF 2014-20 OP,ERDF,10,10,Educational & Vocational Training,Less developed,n.a.,n.a.,119294328,29823582,149117910,80%,"Investing in education, training and vocational training for skills and lifelong learning"
ES,Spain,2014ES16RFOP015,1.3,Galicia ERDF 2014-20 OP,ERDF,10,10,Educational & Vocational Training,More developed,n.a.,n.a.,47330000,11832500,59162500,80%,"Investing in education, training and vocational training for skills and lifelong learning"
ES,Spain,2014ES16RFOP018,1.3,Melilla ERDF 2014-20 OP,ERDF,10,10,Educational & Vocational Training,Transition,n.a.,n.a.,7286480,1821624,9108104,80%,"Investing in education, training and vocational training for skills and lifelong learning"
ES,Spain,2014ES16RFOP019,1.3,Murcia ERDF 2014-20 OP,ERDF,10,10,Educational & Vocational Training,Transition,n.a.,n.a.,29255692,7313923,36569615,80%,"Investing in education, training and vocational training for skills and lifelong learning"
FI,Finland,2014FI05M2OP001,1.2,"Entrepreneurship and skills, Åland Structural Fund Programme 2014-2020",ESF,2,10,Educational & Vocational Training,More developed,n.a.,n.a.,1236571,1236571,2473142,50%,"Investing in education, training and vocational training for skills and lifelong learning"
FI,Finland,2014FI06RDRP001,2.1,Finland - Rural Development Programme (Regional) - Mainland Finland,EAFRD,P2,10,Educational & Vocational Training,n.a.,M01,FA_2A,2100000,2900000,5000000,42%,"Investing in education, training and vocational training for skills and lifelong learning"
FI,Finland,2014FI06RDRP001,2.1,Finland - Rural Development Programme (Regional) - Mainland Finland,EAFRD,P2,10,Educational & Vocational Training,n.a.,M01,FA_2B,1260000,1740000,3000000,42%,"Investing in education, training and vocational training for skills and lifelong learning"
FI,Finland,2014FI06RDRP001,2.1,Finland - Rural Development Programme (Regional) - Mainland Finland,EAFRD,P3,10,Educational & Vocational Training,n.a.,M01,FA_3A,1260000,1740000,3000000,42%,"Investing in education, training and vocational training for skills and lifelong learning"
FI,Finland,2014FI06RDRP001,2.1,Finland - Rural Development Programme (Regional) - Mainland Finland,EAFRD,P4,10,Educational & Vocational Training,n.a.,M01,FA_P4,4704000,6496000,11200000,42%,"Investing in education, training and vocational training for skills and lifelong learning"
FI,Finland,2014FI06RDRP001,2.1,Finland - Rural Development Programme (Regional) - Mainland Finland,EAFRD,P5,10,Educational & Vocational Training,n.a.,M01,FA_5B,1260000,1740000,3000000,42%,"Investing in education, training and vocational training for skills and lifelong learning"
FI,Finland,2014FI06RDRP001,2.1,Finland - Rural Development Programme (Regional) - Mainland Finland,EAFRD,P5,10,Educational & Vocational Training,n.a.,M01,FA_5C,672000,928000,1600000,42%,"Investing in education, training and vocational training for skills and lifelong learning"
FI,Finland,2014FI06RDRP001,2.1,Finland - Rural Development Programme (Regional) - Mainland Finland,EAFRD,P5,10,Educational & Vocational Training,n.a.,M01,FA_5D,672000,928000,1600000,42%,"Investing in education, training and vocational training for skills and lifelong learning"
FI,Finland,2014FI06RDRP001,2.1,Finland - Rural Development Programme (Regional) - Mainland Finland,EAFRD,P5,10,Educational & Vocational Training,n.a.,M01,FA_5E,672000,928000,1600000,42%,"Investing in education, training and vocational training for skills and lifelong learning"
FI,Finland,2014FI06RDRP001,2.1,Finland - Rural Development Programme (Regional) - Mainland Finland,EAFRD,P6,10,Educational & Vocational Training,n.a.,M01,FA_6A,20160000,27840000,48000000,42%,"Investing in education, training and vocational training for skills and lifelong learning"
FI,Finland,2014FI06RDRP001,2.1,Finland - Rural Development Programme (Regional) - Mainland Finland,EAFRD,P6,10,Educational & Vocational Training,n.a.,M01,FA_6B,420000,580000,1000000,42%,"Investing in education, training and vocational training for skills and lifelong learning"
FI,Finland,2014FI06RDRP001,2.1,Finland - Rural Development Programme (Regional) - Mainland Finland,EAFRD,P6,10,Educational & Vocational Training,n.a.,M01,FA_6C,420000,580000,1000000,42%,"Investing in education, training and vocational training for skills and lifelong learning"
FI,Finland,2014FI06RDRP002,1.2,Finland - Rural Development Programme (Regional) - Åland,EAFRD,P2,10,Educational & Vocational Training,n.a.,M01,FA_2A,40150,69850,110000,36.5%,"Investing in education, training and vocational training for skills and lifelong learning"
FI,Finland,2014FI16M2OP001,1.2,Sustainable growth and jobs 2014-2020 - Structural Funds Programme of Finland,ESF,4,10,Educational & Vocational Training,More developed,n.a.,n.a.,164110166,164110166,328220332,50%,"Investing in education, training and vocational training for skills and lifelong learning"
FR,France,2014FR05M0OP001,1.3,Operational Programme ERDF-ESF ile-de-France et Seine 2014-2020,ESF,5,10,Educational & Vocational Training,More developed,n.a.,n.a.,213432893,213432893,426865786,50%,"Investing in education, training and vocational training for skills and lifelong learning"
FR,France,2014FR05M2OP001,1.3, Operational Programme ERDF-ESF Guadeloupe et St Martin Etat 2014-2020,ESF,4,10,Educational & Vocational Training,Less developed,n.a.,n.a.,7826000,1381059,9207059,85%,"Investing in education, training and vocational training for skills and lifelong learning"
FR,France,2014FR05M2OP001,1.3, Operational Programme ERDF-ESF Guadeloupe et St Martin Etat 2014-2020,ESF,7,10,Educational & Vocational Training,Less developed,n.a.,n.a.,8449504,1491089,9940593,85%,"Investing in education, training and vocational training for skills and lifelong learning"
FR,France,2014FR05SFOP001,1.4,National Operational Programme ESF Employment and Social Inclusion 2014-2020,ESF,1,10,Educational & Vocational Training,More developed,n.a.,n.a.,41382750,41382750,82765500,50%,"Investing in education, training and vocational training for skills and lifelong learning"
FR,France,2014FR05SFOP001,1.4,National Operational Programme ESF Employment and Social Inclusion 2014-2020,ESF,1,10,Educational & Vocational Training,Transition,n.a.,n.a.,16749292,11166195,27915487,60%,"Investing in education, training and vocational training for skills and lifelong learning"
FR,France,2014FR05SFOP002,1.3,Operational Programme ESF Alsace 2014-2020,ESF,3,10,Educational & Vocational Training,More developed,n.a.,n.a.,35438673,35438673,70877346,50%,"Investing in education, training and vocational training for skills and lifelong learning"
FR,France,2014FR05SFOP003,1.3,Operational Programme ESF Guyane Etat 2014-2020,ESF,2,10,Educational & Vocational Training,Less developed,n.a.,n.a.,2356000,500000,2856000,82.49%,"Investing in education, training and vocational training for skills and lifelong learning"
FR,France,2014FR05SFOP004,1.4,Operational Programme ESF Martinique Etat 2014-2020,ESF,4,10,Educational & Vocational Training,Less developed,n.a.,n.a.,5500000,1833333,7333333,75%,"Investing in education, training and vocational training for skills and lifelong learning"
FR,France,2014FR05SFOP005,1.2,Operational Programme ESF Réunion Etat 2014-2020,ESF,1,10,Educational & Vocational Training,Less developed,n.a.,n.a.,162294000,40573500,202867500,80%,"Investing in education, training and vocational training for skills and lifelong learning"
FR,France,2014FR06RDRP001,1.2,France - Rural Development Programme (Regional) - Guadeloupe,EAFRD,P2,10,Educational & Vocational Training,n.a.,M01,FA_2A,286347,31816.33,318163.33,90%,"Investing in education, training and vocational training for skills and lifelong learning"
FR,France,2014FR06RDRP001,1.2,France - Rural Development Programme (Regional) - Guadeloupe,EAFRD,P2,10,Educational & Vocational Training,n.a.,M01,FA_2B,286347,31816.33,318163.33,90%,"Investing in education, training and vocational training for skills and lifelong learning"
FR,France,2014FR06RDRP001,1.2,France - Rural Development Programme (Regional) - Guadeloupe,EAFRD,P3,10,Educational & Vocational Training,n.a.,M01,FA_3A,286347,31816.33,318163.33,90%,"Investing in education, training and vocational training for skills and lifelong learning"
