EJERCICIO;GASTO/INGRESO;ORIGEN;FONDO;FINANCIACION;DESCRIPCION CORTA;DESCRIPCION LARGA
2009;G;3;39;39061;CONV ACCS. AUTOBUSES INT;CONVENIO ACCS. AUTOBUSES INTERURBANO
2009;G;3;39;39062;C.S. EDU. PRG. LENGUAS EX;C.S. EDUC. PROGRAMA LENGUAS EXTRANJERAS (PALE)
2009;G;3;39;39063;AYUDA NAL. NOVILLAS;AYUDA NACIONAL POR NOVILLAS
2009;G;3;39;39064;Transf. MEC Conf. APAS;Transf. MEC Conf. APAS y otros colectivos
2009;G;3;39;39065;Prog. Prioritarios S y C;Programas Prioritarios Sanidad y Consumo
2009;G;3;39;39066;RECUPERA. ACEITES USADOS;RECUPERACIÓN ACEITES USADOS
2009;G;3;39;39067;PRÁCT. SEGURAS CTROS. SAN;PRÁCTICAS SEGURAS CENTROS SANITARIOS
2009;G;3;39;39068;RUTAS CIENTÍFICAS - MEC;RUTAS CIENTÍFICAS - MINISTERIO EDUCACIÓN Y CIENCIA
2009;G;3;39;39069;CONV. MTAS TRABAJ. EXPO;CONV. M. TRABAJO Y A. S. ACOGIDA TRABAJADORES EXPO
2009;G;3;39;39070;CONV. Mº FOM.OBRAS CARRET;CONVENIO Mº  FOMENTO OBRAS CARRETERAS
2009;G;3;39;39071;CONV.MºDEFENSA P.INC.LAB.;CONVENIO MINISTERIO DE DEFENSA. PROGRAMA DE INCORPORACIÓN LABORAL
2009;G;3;39;39072;CONV. MEC DES. TECNOLOGIC;CONV. MºEC-CA IMPULSO ACTIVIDADES DESARROLLO TECNOLÓGICO
2009;G;3;39;39073;AY. PRESERV. PATRI. DIGIT;AYUDAS PARA LA PRESERVACIÓN PATRIMONIO DIGITAL
2009;G;3;39;39074;BIBLIOTECA VIRTUAL ARAGÓN;BIBLIOTECA VIRTUAL ARAGÓN
2009;G;3;39;39075;CONV.SALUD BUCODENTAL INF;CONVENIO SALUD BUCODENTAL INFANTIL
2009;G;3;39;39076;PROYECTO REALTH - SAS;PROYECTO REALTH - SAS
2009;G;3;39;39077;MARM - PLAN INTEGRAL AGUA;MINISTERIO MEDIO AMBIENTE Y MEDIO RURAL Y MARINO - PLAN INTEGRAL DEL AGUA
2009;G;3;39;39078;CNIG P.N.ORTOFOTO.AEREA;CONVENIO CNIG PARA DESARROLLO DEL PLAN NACIONAL DE ORTOFOTOGRAFÍA AÉREA
2009;G;3;39;39079;SUBV.SP.EMPLEO EST. TXTIL;SUBVENCIONES PARA ADAPTACIÓN LABORAL DEL SECTOR TEXTIL Y CONFECCIÓN A LOS CAMBIOS ESTRUCTURALES EN EL COMERCIO MUNDIAL
2009;G;3;39;39080;CONV. I. MUJER PROG.CLARA;CONVENIO ENTRE EL INSTITUTO DE LA MUJER Y EL INSTITUTO ARAGONÉS DE LA MUJER PARA EL DESARROLLO DEL PROGRAMA CLARA
2009;G;3;39;39081;CONV.EDUC.INFANTIL;CONVENIOS EDUCACIÓN INFANTIL (Mº EPSyD)
2009;G;3;39;39082;CONV. EST. C. PALIATIVOS;CONVENIO ESTRATEGIA EN CUIDADOS PALIATIVOS
2009;G;3;39;39083;CONV. EST. PARTO NORMAL;CONVENIO ESTRATEGIA DE ATENCIÓN AL PARTO NORMAL
2009;G;3;39;39084;CONV. ACT. VIOLENCIA GEN.;CONVENIO ACTIVIDADES SOBRE LA VIOLENCIA DE GÉNERO
2009;G;3;39;39085;CONV. COM. DES. SOST.;CONVENIO COMARCAS DESARROLLO SOSTENIBLE
2009;G;3;39;39086;REDUCCIÓN EMISIONES;REDUCCIÓN EMISIONES GESTIÓN DE RESIDUOS
2009;G;3;39;39087;PRACT. SEGURAS C.SANITARI;IMPULSO PRACTICAS SEGURAS EN CENTROS SANITARIOS
2009;G;3;39;39088;ESTRAT. SALUD MENTAL;ESTRATEGIA DE SALUD MENTAL
2009;G;3;39;39089;PLAN-E DEPENDENCIA;FONDO ESPECIAL PLAN-E DEPENDENCIA
2009;G;3;39;39090;Conv. Mº Indust. TDT;CONVENIO CON MINISTERIO DE INDUSTRIA PARA TRANSICION A LA TDT
2009;G;3;39;39091;Cnv.MICINN Fom.Parq.CyTéc;Convenio MICINN Fomento parques científicos y tecnológicos
2009;G;3;39;39092;CONF. SEC. DE IGUALDAD;CONFERENCIA SECTORIAL DE IGUALDAD
2009;G;3;39;39093;Proy. Escuela 2.0.;Proyecto Escuela 2.0.
2009;G;3;39;39094;Convenio MICINN LMA;Convenio MICINN LMA
2009;G;3;39;39095;Conv Ministerio Igualdad;Convenio Ministerio de Igualdad
2009;G;3;39;39096;CONV M ED ACT CAT. TIT FP;CONVENIO Mº ED. ACTUALIZACIÓN CATÁLOGO TÍTULOS FP
2009;G;3;39;39097;P.REEDUCACIÓN MALTRATADOR;PROGRAMA DE REEDUCACIÓN DE MALTRATADORES
2009;G;3;39;39098;INTERN. CULT. ESPAÑOLA;INTERNACIONALIZACIÓN DE LA CULTURA ESPAÑOLA (MAE)
2009;G;3;39;39099;PROGRAMA ARCE M. EDUC.;PROGRAMA ARCE MINISTERIO DE EDUCACIÓN
2009;G;5;51;51001;MANT. COLEGIOS PÚBLICOS;
2009;G;5;51;51006;AMPL.RED TTES INSTITUC.;AMPLIACIÓN RED DE TRANSPORTE INSTITUCIONAL
2009;G;5;51;51007;DPH centro truficultura;DPH CENTRO DE INVESTIGACIÓN Y EXPERIMENTACIÓN DE TRUFICULTURA
2009;G;5;52;52001;CONV. PROY. SIGEM;CONVENIO PROYECTO SIGEM
2009;G;5;53;53001;Ayuntamiento Zaragoza;
2009;G;5;55;55001;SUBV INAEM ESC TALL;SUBVENCIÓN INAEM PARA ESCUELAS TALLER
2009;G;5;55;55002;CONV. CON EL SALUD;CONVENIO INVESTIGACIÓN CON SALUD
2009;G;5;55;55003;SUBV INAEM OR.Y AUTOEMPL.;SUBVENCIONES DEL INAEM: ORIENTACIÓN PROFESIONAL DEL EMPLEO Y AUTOEMPLEO
2009;G;5;55;55004;T.IACS ENSAYOS CLÍNICOS;TRANSFERENCIA DEL.INSTITUTO ARAGONÉS DE CIENCIAS DE LA SALUD - ENSAYOSCLÍNICOS
2009;G;5;55;55005;FORM. CONTINUA M.I.R;FORMACIÓN CONTINUA DE MÉDICOS INTERNOS RESIDENTES
2009;G;5;55;55006;Grupos Investig. SALUD;GRUPOS INVESTIGACIÓN SALUD
2009;G;5;55;55007;PROY.INV.CONV.COMP.DGA;PROYECTOS DE INVESTIGACIÓN. CONVOCATORIAS COMPETITIVAS DIPUTACIÓN GENERAL DE ARAGÓN
2009;G;5;55;55008;SUBV INAEM CONTRATAC.;SUBV INAEM CONTRATACIÓN DESEMPLEADOS OBRAS INT GRA
2009;G;7;71;71001;C.CAIXA HOGARES MAY.;CONVENIO CAIXA - HOGARES DE MAYORES
2009;G;7;71;71002;CONV.ADQ.FDO BIBLIO.;CONVENIO ADQUISICIÓN DE FONDO BIBLIOGRÁFICO
2009;G;7;71;71003;Conv. Ibercaja Atlas var.;Convenio con Ibercaja para realización del Atlas de variaciones de la práctica médica en el Sistema Nacional de Salud
2009;G;7;71;71004;Patrocinio Juegos Escolar;Patrocinio Juegos Escolares de Aragon
2009;G;7;71;71005;CONV. MONAST. DE SIJENA;CONVENIO CAJA MADRID- RESTAURACIÓN DEL MONASTERIO DE SIJENA
2009;G;7;71;71006;CARNÉ JOVEN;CARNÉ JOVEN - APORTACIÓN CAI IBERCAJA
2009;G;7;71;71007;CONV. IBERCAJA DEPENDEN.;CONVENIO CON IBERCAJA PARA ACTUACIONES DIRIGIDAS AL COLECTIVO DE PERSONAS DEPENDIENTES - CONSTRUCCIÓN Y EQUIPAMIENTO DE CENTRO DE DÍA Y HOGAR EN VALDEFIERRO Y PICARRAL
2009;G;7;71;71008;LA CAIXA MEDIOAMB Y SOSTE;LA CAIXA MEDIO AMBIENTE Y SOSTENIBILIDAD
2009;G;7;71;71009;CONV. IBERCAJA CENTROS IN;CONVENIO IBERCAJA CENTROS INTERPRETACION
2009;G;7;72;72001;PROM.FARM.ENSAY;PROMOTORES FARMACÉUTICOS - ENSAYOS CLÍNICOS
2009;G;7;72;72002;PROGRAMAS FOCUSS;PROGRAMAS FOCUSS
2009;G;7;72;72003;ESTUD.GAUCHER;FUND.ESP. ESTUDIO ENFERMEDAD GAUCHER
2009;G;7;72;72004;AS.ESP.TOXICOLOGÍA;ASOCIACIÓN ESPAÑOLA DE TOXICOLOGÍA
2009;G;7;72;72005;FUND.LA MARATO TV3;FUNDACIÓN LA MARATO TV3
2009;G;7;72;72006;FUND.MUTUA MADRIL.;FUNDACIÓN MUTUA MADRILEÑA
2009;G;7;72;72007;PROM.PRIV.CURSOS;PROMOTORES PRIVADOS DE CURSOS
2009;G;7;72;72008;HERENCIA ELÍAS MARTÍNEZ S;HERENCIA ELÍAS MARTÍNEZ SANTIAGO
2009;G;7;72;72009;PROMOTORES PRIVADOS;PROMOTORES PRIV PROY  PROD Y TRANSFERENCIA CONOCIM
2009;G;7;72;72010;HERENC.HOSP.NªSªGRACIA;HERENCIAS HOSPITAL PROVINCIAL Nª SRª DE GRACIA
2009;G;7;72;72011;FECYT AÑO DE LA CIENCIA;FECYT AÑO DE LA CIENCIA
2009;G;9;91;91001;REC. PROPIOS COFIN.;RECURSOS PROPIOS COFINANCIADORES
2009;G;9;91;91002;RECURSOS PROPIOS;RECURSOS PROPIOS
2009;G;9;91;91003;ING.FINANC.INCOND.;INGRESOS. FINANCIACIÓN INCONDICIONADA
2009;G;9;91;91004;RMTE.TES.NO AFEC.;REMANENTE DE TESORERÍA NO AFECTADO
2009;I;1;;;UNIÓN EUROPEA;UNIÓN EUROPEA
2009;I;3;;;ADMINISTR. CENTRAL;ADMINISTRACIÓN CENTRAL
2009;I;5;;;OTRAS ADMIN PÚBLICAS;OTRAS ADMINISTRACIONES PÚBLICAS
2009;I;7;;;ENTES PRIVADOS;ENTES PRIVADOS
2009;I;9;;;RECURSOS PROPIOS;RECURSOS PROPIOS
2009;I;1;11;;FONDO SOCIAL EUROPEO;FONDO SOCIAL EUROPEO
2009;I;1;12;;FEAGA  - FEADER;FONDO EUROPEO AGRÍCOLA
2009;I;1;13;;FEOGA ORIENTACIÓN;FEOGA ORIENTACIÓN
2009;I;1;14;;F.E.D.E.R.;FONDO EUROPEO DE DESARROLLO REGIONAL
2009;I;1;15;;IFOP - FEP;INSTRUMENTO FINANCIERO DE ORDENACIÓN PESQUERA - FONDO EUROPEO DE PESCA
2009;I;1;16;;FONDOS DE COHESIÓN;FONDOS DE COHESIÓN
2009;I;1;19;;OTR.AYUDAS EUROPEAS;OTRAS AYUDAS EUROPEAS
2009;I;3;31;;Mº JUSTICIA;MINISTERIO DE JUSTICIA
2009;I;3;32;;PLANES ESPECÍFICOS;PLANES ESPECÍFICOS
2009;I;3;33;;CONF SECT DE EMPLEO;CONFERENCIA SECTORIAL DE EMPLEO
2009;I;3;34;;CONF SECT DE AGRIC.;CONFERENCIA SECTORIAL DE AGRICULTURA
2009;I;3;35;;CONF SECT DE S.SOC.;CONFERENCIA SECTORIAL DE SERVICIOS SOCIALES
2009;I;3;36;;CONF SECT DE M.AMB.;CONFERENCIA SECTORIAL DE MEDIO AMBIENTE
2009;I;3;39;;OTR SUBV. ADM.CENTR.;OTRAS SUBVENCIONES DE LA ADMINISTRACIÓN CENTRAL
2009;I;5;51;;DIPUTACIONES PROVINCIALES;DIPUTACIONES PROVINCIALES
2009;I;5;52;;ADMNES. COMARCALES;ADMINISTRACIONES COMARCALES
2009;I;5;53;;AYUNTAMIENTOS;
2009;I;5;55;;C.A. ARAGÓN;COMUNIDAD AUTÓNOMA DE ARAGÓN
2009;I;7;71;;ENTES PRIV.FINAN.;ENTES PRIVADOS FINANCIEROS
2009;I;7;72;;ENTES PRIV.NO FINAN.;ENTES PRIVADOS NO FINANCIEROS
2009;I;9;91;;RECURSOS PROPIOS;RECURSOS PROPIOS
2009;I;1;11;11001;FSE OBJ 3. EJE 1;FONDO SOCIAL EUROPEO. PROGRAMA OPERATIVO OBJETIVO 3. EJE 1
2009;I;1;11;11002;FSE OBJ 3 EJ 2 3 5 8;FONDO SOCIAL EUROPEO. PROGRAMA OPERATIVO OBJETIVO 3. EJES 2, 3, 5 Y 8
2009;I;1;11;11003;FSE OBJ 3 EJES 6 7 9;FONDO SOCIAL EUROPEO. PROGRAMA OPERATIVO OBJETIVO 3. EJES 6, 7 Y 9
2009;I;1;11;11004;FSE OBJ 3 EJ 7 GL;FONDO SOCIAL EUROPEO. PROGRAMA OPERATIVO OBJETIVO 3. EJE 7 SUBVENCIÓN GLOBAL
2009;I;1;11;11005;FSE PR PL SIS F PROF;FONDO SOCIAL EUROPEO. PROGRAMAS PLURIREGIONALES SISTEMA DE FORMACIÓN PROFESIONAL
2009;I;1;11;11006;FSE PR  PL IN EMP FC;FONDO SOCIAL EUROPEO. PROGRAMAS PLURIREGIONALES INICIATIVA EMPRESARIAL Y FORMACIÓN CONTINUA
2009;I;1;11;11007;FSE PR PL LUCH DISCR;FONDO SOCIAL EUROPEO. PROGRAMAS PLURIREGIONALES LUCHA CONTRA LA DISCRIMINACIÓN
2009;I;1;11;11008;FSE PR PLURI FOM EMP;FONDO SOCIAL EUROPEO. PROGRAMAS PLURIREGIONALES FOMENTO DE EMPLEO
2009;I;1;11;11009;I C EQUAL;INICIATIVA COMUNITARIA EQUAL
2009;I;1;11;11099;FSE PR. OP. ANTES 2007;FSE PROGRAMAS OPERATIVOS ANTERIORES A 2007
2009;I;1;11;11101;PROG.OP. FSE 2007-2013;PROGRAMA OPERATIVO FONDO SOCIAL EUROPEO 2007-2013
2009;I;1;12;12001;PAC;POLÍTICA AGRARIA COMUNITARIA
2009;I;1;12;12002;FEOGA PDR;FEOGA PLAN DESARROLLO RURAL
2009;I;1;12;12003;FEOGA MEJ ESTR PROD;FEOGA MEJORA ESTRUCTURAS DE PRODUCCIÓN
2009;I;1;12;12004;FEOGA MEDIDAS ACOMP;FEOGA MEDIDAS ACOMPAÑAMIENTO
2009;I;1;12;12005;OTR SUBV FEOGA GARAN;OTRAS SUBVENCIONES DEL FEOGA GARANTÍA
2009;I;1;12;12101;FEAGA GARANTÍA;FONDO EUROPEO AGRÍCOLA DE GARANTÍA - FEAGA
2009;I;1;12;12102;FEADER;FONDO EUROPEO AGRÍCOLA DE DESARROLLO RURAL - FEADER
2009;I;1;13;13001;FEOGA ORIENTACIÓN;FEOGA ORIENTACIÓN
2009;I;1;14;14001;FEDER DOCUP OBJ 2;F.E.D.E.R. DOCUP OBJETIVO 2
2009;I;1;14;14002;I C INTERREG III;INICIATIVA COMUNITARIA INTERREG III
2009;I;1;14;14003;FEDER - ACCIONES FSE;FEDER - ACCIONES FSE
2009;I;1;14;14101;PROG.OP. FEDER 2007-2013;PROGRAMA OPERATIVO FONDO EUROPEO DE DESARROLLO REGIONAL 2007-2013
2009;I;1;14;14102;PROG. COOP. TRANSFRONTERI;
2009;I;1;15;15001;IFOP;INSTRUMENTO FINANCIERO DE ORDENACIÓN PESQUERA
2009;I;1;15;15101;FONDO EUROPEO DE PESCA;FONDO EUROPEO DE PESCA
2009;I;1;16;16001;FONDO DE COHESIÓN;FONDO DE COHESIÓN
2009;I;1;19;19001;U E  PUNTO INF EUROP;UNION EUROPEA  (PUNTO INFORMACIÓN EUROPEA)
2009;I;1;19;19002;CONV UE PRUEBAS COMP;CONVENIO UE PRUEBAS COMPARATIVAS
2009;I;1;19;19003;PROGRAMA LIFE;PROGRAMA LIFE
2009;I;1;19;19004;F. E. ADAPTACIÓN GLOBALIZ;FONDO EUROPEO DE ADAPTACIÓN A LA GLOBALIZACIÓN
2009;I;1;19;19090;OTROS PROGRAMAS UE;OTROS PROGRAMAS CON FINANCIACION UE
2009;I;3;31;31000;ADICIONAL INV. JUSTICIA;ADICIONAL INVERSIONES DE ADMINISTRACIÓN DE JUSTICIA
2009;I;3;32;32100;PLAN MINER;PLAN MINER
2009;I;3;32;32200;FONDO ESP TERUEL;FONDO ESPECIAL TERUEL
2009;I;3;33;33001;CONF SECT DE EMPLEO;CONFERENCIA SECTORIAL DE EMPLEO
2009;I;3;33;33002;C.S.EMPLEO- MOD. SPE;CONFERENCIA SECTORIAL DE EMPLEO - MODERNIZACIÓN SERVICIO PÚBLICO EMPLEO
2009;I;3;33;33003;C.S.EMPLEO- M.TRABAJO E I;CONFERENCIA SECTORIAL DE EMPLEO - MINISTERIO DE TRABAJO E INMIGRACIÓN
2009;I;3;33;33004;C.S.EMPLEO- F.P.  EMPLEO;CONFERENCIA SECTORIAL DE EMPLEO - FORMACIÓN PROFESIONAL PARA EL EMPLEO
2009;I;3;33;33005;C.S.EMPLEO- FTO EMP. EETT;CONFERENCIA SECTORIAL DE EMPLEO - FOMENTO DE EMPLEO Y ESCUELAS TALLER
2009;I;3;33;33006;C.S.EMPLEO- PLAN EXTR. B1;CONFERENCIA SECTORIAL DE EMPLEO - PLAN EXTRAORDINARIO / BLOQUE 1
2009;I;3;33;33007;C.S.EMPLEO- PLAN EXTR. B2;CONFERENCIA SECTORIAL DE EMPLEO - PLAN EXTRAORDINARIO / BLOQUE 2
2009;I;3;34;34001;CSA NAC COMPLEM PAC;CONFERENCIA SECTORIAL AGRICULTURA - AYUDAS NACIONALES COMPLEMENTARIAS PAC
2009;I;3;34;34002;CSA ABAND PR LECHERA;CONFERENCIA SECTORIAL AGRICULTURA - PROGRAMA ABANDONO PRODUCCIÓN LECHERA
2009;I;3;34;34003;CSA COMPET AGRARIA;CONFERENCIA SECTORIAL AGRICULTURA - MEJORA COMPETITIVIDAD AGRARIA
2009;I;3;34;34004;CSA AGROAMBIENTALES;CONFERENCIA SECTORIAL AGRICULTURA - MEDIDAS AGROAMBIENTALES
2009;I;3;34;34005;CSA AYU PER FRUT SEC;CONFERENCIA SECTORIAL AGRICULTURA - AYUDA PERMANENTE FRUTOS SECOS
2009;I;3;34;34006;CSA PROGRAMA APICOLA;CONFERENCIA SECTORIAL AGRICULTURA - PROGRAMA APICOLA
2009;I;3;34;34007;CSA INDUSTRIAS AGRO;CONFERENCIA SECTORIAL AGRICULTURA - APOYO A INDUSTRIAS AGROALIMENTARIAS
2009;I;3;34;34008;CSA FIN ASOC AGRARIO;CONFERENCIA SECTORIAL AGRICULTURA - FINANCIACIÓN ASOCIACIONISMO AGRARIO
2009;I;3;34;34009;CSA AGRUP PROD AGRAR;CONFERENCIA SECTORIAL AGRICULTURA - AGRUPACIONES PRODUCTORES AGRARIOS
2009;I;3;34;34010;CSA IFOP;CONFERENCIA SECTORIAL AGRICULTURA - FONDO PROGRAMA IFOP
2009;I;3;34;34011;CSA ASOC RAZAS AUTOC;CONFERENCIA SECTORIAL AGRICULTURA - APOYO ASOCIACIONES RAZAS AUTÓCTONAS
2009;I;3;34;34012;CSA SANIDAD ANIMAL;CONFERENCIA SECTORIAL AGRICULTURA - PROGRAMA SANIDAD ANIMAL
2009;I;3;34;34013;CSA ENF PORCINAS;CONFERENCIA SECTORIAL AGRICULTURA - PROGRAMA ENFERMEDADES PORCINAS
2009;I;3;34;34014;CSA IDENTIF ANIMAL;CONFERENCIA SECTORIAL AGRICULTURA - IDENTIFICACION ANIMAL
2009;I;3;34;34015;CSA SEM PLANT VIVER;CONFERENCIA SECTORIAL AGRICULTURA - SEMILLAS Y PLANTAS DE VIVEROS
2009;I;3;34;34016;CSA CONV ID FRUTALES;CONFERENCIA SECTORIAL AGRICULTURA - CONVENIO IDENTIFICACIÓN DE FRUTALES
2009;I;3;34;34017;CSA LUCH CONT AG NOC;CONFERENCIA SECTORIAL AGRICULTURA - LUCHA CONTRA AGENTES NOCIVOS
2009;I;3;34;34018;CSA PREV PLAGAS;CONFERENCIA SECTORIAL AGRICULTURA - PREVENCION DE PLAGAS
2009;I;3;34;34019;CSA PR CALIDAD CARNE;CONFERENCIA SECTORIAL AGRICULTURA - PROGRAMA CALIDAD DE LA CARNE
2009;I;3;34;34020;CSA FOM GAN EXT  AUT;CONFERENCIA SECTORIAL AGRICULTURA - FOMENTO GANADERIA EXTENSIVA  AUTÓCTONA
2009;I;3;34;34021;CSA ERRAD ENF ANIM;CONFERENCIA SECTORIAL AGRICULTURA - INDEMNIZACION ERRADICACIÓN ENFERMEDADES ANIMALES
2009;I;3;34;34022;CSA PROGR SANITARIOS;CONFERENCIA SECTORIAL AGRICULTURA - PROGRAMAS SANITARIOS
2009;I;3;34;34023;CSA CONTROL LECHERO;CONFERENCIA SECTORIAL AGRICULTURA - CONTROL OFICIAL LECHERO
2009;I;3;34;34024;CSA M CALIDAD LECHE;CONFERENCIA SECTORIAL AGRICULTURA - PROGRAMA MEJORA CALIDAD DE LA LECHE
2009;I;3;34;34025;CSA APOYO ADS;CONFERENCIA SECTORIAL AGRICULTURA - APOYO ADS
2009;I;3;34;34026;CSA APOYO ATRIAS;CONFERENCIA SECTORIAL AGRICULTURA - APOYO ATRIAS
2009;I;3;34;34027;CSA PROGRAMAS PRODER;CONFERENCIA SECTORIAL AGRICULTURA - PROGRAMAS PRODER
2009;I;3;34;34028;CSA ASIST GEST EXPLO;CONFERENCIA SECTORIAL AGRICULTURA - ASISTENCIA GESTION EXPLOTACIONES
2009;I;3;34;34029;CSA DESASTRES NAT;CONFERENCIA SECTORIAL AGRICULTURA - AYUDAS DESASTRES NATURALES
2009;I;3;34;34030;CSA FOREST TIER AGRA;CONFERENCIA SECTORIAL AGRICULTURA - FORESTACION DE TIERRAS AGRARIAS
2009;I;3;34;34031;CSA CESE ANTICIPADO;CONFERENCIA SECTORIAL AGRICULTURA - CESE ANTICIPADO
2009;I;3;34;34032;CSA ICB;CONFERENCIA SECTORIAL AGRICULTURA - INDEMNIZACIÓN COMPENSATORIA BÁSICA
2009;I;3;34;34033;CSA PROGRAMA LEADER;CONFERENCIA SECTORIAL AGRICULTURA - PROGRAMA LEADER
2009;I;3;34;34034;CSA RENOV. TRACTORES;CONFERENCIA SECTORIAL AGRICULTURA - RENOVACION DE TRACTORES
2009;I;3;34;34035;CSA TRAZ.STOR.HORT.;CONFERENCIA SECTORIAL AGRICULTURA - TRAZABILIDAD DEL SECTOR HORTOFRUTÍCOLA
2009;I;3;34;34036;CSA C.RAZAS GAN.PUR;CONFERENCIA SECTORIAL AGRICULTURA - CONCURSOS Y SUBASTAS DE RAZAS PURAS
2009;I;3;34;34037;CSA RECONV.PLANT.FRUT.;CONFERENCIA SECTORIAL AGRICULTURA - RECONVERSIÓN DE PLANTACIONES FRUTÍCOLAS
2009;I;3;34;34038;CSA ORD. FTO SCTOR EQUINO;CONFERENCIA SECTORIAL AGRICULTURA - ORDENACIÓN Y FOMENTO DEL SECTOR EQUINO
2009;I;3;34;34039;CSA PERS. Y ANALITICA EET;CONFERENCIA SECTORIAL DE AGRICULTURA - PERSONAL Y ANALITICA ENCEFALOPATÍAS ESPONGIFORMES TRANSMISIBLES
2009;I;3;34;34040;CSA SELEC GEN. ETT OVINO;CONFERENCIA SECTORIAL AGRICULTURA - SELECCIÓN GENÉTICA PARA RESISTENCIA A LAS ENCEFALOPATÍAS ESPONGIFORMES TRANSMISIBLES EN OVINO
2009;I;3;34;34041;CSA PROG CONT LENGUA AZUL;CONFERENCIA SECTORIAL AGRICULTURA - PROGRAMA DE CONTROL DE LENGUA AZUL
2009;I;3;34;34042;CSA AY AVIC Y GRIPE AVIA;CONFERENCIA SECTORIAL AGRICULTURA - AYUDAS AVICULTURA Y GRIPE AVIAR
2009;I;3;34;34043;CSA MODERN. EXPLOTACIONES;C.S. AGRICULTURA - MODERNIZACIÓN EXPLOTACIONES
2009;I;3;34;34044;CSA INCORP. JÓVENES;C.S. AGRICULTURA - INCORPORACIÓN JÓVENES
2009;I;3;34;34045;CSA ASESOR. ENTIDADES;C.S. AGRICULTURA - ASESORAMIENTO DE ENTIDADES
2009;I;3;34;34046;CSA CONCENTRACIÓN PARCELA;C.S. AGRICULTURA - CONCENTRACIÓN PARCELARIA
2009;I;3;34;34047;CSA MODERNIZACIÓN REGADIO;C.S. AGRICULTURA - MODERNIZACIÓN DE REGADIOS
2009;I;3;34;34048;CSA PROD. TOMATE;C.S. AGRICULTURA - PROD. TOMATE PARA INDUSTRIA
2009;I;3;34;34049;CSA FONDO PROG. FEP;C.S. AGRICULTURA - FONDO PROGRAMA FEP
2009;I;3;34;34050;CSA SUBV.INT. EXP.GANAD.;CONFERENCIA SECTORIAL AGRICULTURA - SUBVENCIONES INTERESES PRÉSTAMOS EXPLOTACIONES GANADERAS POR INCREMENTO PRECIO CEREAL
2009;I;3;34;34051;AGRUP. PROD.OVINO-CAPRINO;AGRUPACIONES DE PRODUCTORES OVINO Y CAPRINO
2009;I;3;34;34052;GEST. MED. EXP. PORCINAS;GESTIÓN MEDIOAMBIENTAL EXPLOTACIONES PORCINAS
2009;I;3;34;34053;GEST. SUBP. ORIGEN ANIMAL;GESTIÓN SUBPRODUCTOS ORIGEN ANIMAL
2009;I;3;34;34054;BIODIGESTIÓN DE PURINES;BIODIGESTIÓN DE PURINES
2009;I;3;34;34055;PROY. ANTENAS RURALES;PROYECTO PILOTO ANTENAS RURALES
2009;I;3;35;35001;CSSS EDUC.FAMILIAR;CONFERENCIA SECTORIAL SERVICIOS SOCIALES - EDUCACIÓN FAMILIAR
2009;I;3;35;35002;CSSS INFORM ACCI SOC;CONFERENCIA SECTORIAL SERVICIOS SOCIALES - INFORMACIÓN SOBRE ACCIÓN SOCIAL
2009;I;3;35;35003;CSSS ORIENT MED FAM;CONFERENCIA SECTORIAL SERVICIOS SOCIALES - ORIENTACIÓN Y MEDIACIÓN FAMILIAR
2009;I;3;35;35004;CSSS MENORES INFRACT;CONFERENCIA SECTORIAL SERVICIOS SOCIALES - MENORES INFRACTORES
2009;I;3;35;35005;CSSS PENS ANC ENFER;CONFERENCIA SECTORIAL SERVICIOS SOCIALES - PENSIONES A ANCIANOS Y ENFERMOS
2009;I;3;35;35006;CSSS GERONTOLÓGICO;CONFERENCIA SECTORIAL SERVICIOS SOCIALES - PLAN GERONTOLÓGICO
2009;I;3;35;35007;CSSS INTG PER DISC;CONFERENCIA SECTORIAL SERVICIOS SOCIALES - PLAN INTEGRAL PERSONAS DISCAPACITADAS
2009;I;3;35;35008;CSSS PRE MAL TRA INF;CONFERENCIA SECTORIAL SERVICIOS SOCIALES - PREVENCIÓN MALOS TRATOS INFANCIA
2009;I;3;35;35009;CSSS PR VIOLENCIA FA;CONFERENCIA SECTORIAL SERVICIOS SOCIALES - PREVENCIÓN VIOLENCIA FAMILIAR
2009;I;3;35;35010;CSSS VOLUNT PLAN EST;CONFERENCIA SECTORIAL SERVICIOS SOCIALES - VOLUNTARIADO PLAN ESTATAL
2009;I;3;35;35011;PLAN A FAVOR SIT. DEPEND.;PLAN DE ACCION A FAVOR PERS .SITUACION DEPENDENCIA
2009;I;3;35;35012;CSSS PLAN DES. GITANO;C.S. SERV. SOCIALES - PLAN DESARROLLO GITANO
2009;I;3;35;35013;CSSS PREST. BASICAS SS;C.S. SERV. SOCIALES - PRESTACIONES BÁSICAS SERVICIOS SOCIALES
2009;I;3;35;35014;CSSS ERRAD. POBREZA;C.S. SERV. SOCIALES - ERRADICACIÓN DE LA POBREZA
2009;I;3;36;36001;CSMA DES MEDIO RURAL;CONFERENCIA SECTORIAL MEDIO AMBIENTE - DESARROLLO SOCIECONÓMICO EN EL MEDIO RURAL
2009;I;3;36;36002;CSMA EST INV MED NAT;CONFERENCIA SECTORIAL MEDIO AMBIENTE - PLANIFICACIÓN, ESTUDIOS E INVESTIGACIÓN DEL MEDIO NATURAL
